dataset_id,collection_name,dataset_title,organism,recommended_role,allowed_for_training,allowed_for_pretraining,allowed_for_auxiliary_supervision,reserved_for_external_holdout,allowed_for_model_selection,risk_if_used_for_training,rationale,notes
a37f857c-779f-464e-9310-3db43a1811e7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,TI immune,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
fa8605cf-f27e-44af-ac2a-476bee4410d3,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,PBMCs,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
74cff64f-9da9-4b2a-9b3b-8a04a1598040,Spatial multiomics map of trophoblast development in early pregnancy,All donors all cell states (in vivo),Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
19053a82-9c89-4fb8-bd19-d7b1800b0b7b,Single-cell integration reveals metaplasia in inflammatory gut diseases,Extended+ - 18485 genes,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
40a0ade8-6067-4e22-9224-4d3c5e9bfc0d,Single-cell integration reveals metaplasia in inflammatory gut diseases,Extended - Myeloid_with_neutrophils,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
9c235282-2b6f-4f74-8f16-7d3ac1b51371,Single-cell integration reveals metaplasia in inflammatory gut diseases,Extended - Myeloid cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
e6aaf5a4-16e9-4ea6-9733-4eafd4e473d3,Single-cell integration reveals metaplasia in inflammatory gut diseases,Extended - All genes,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
8560f809-5794-484e-9152-b63efa91d134,Single cell atlas of the human trabecular meshwork and ciliary body,scRNA-seq of human ocular anterior segment: trabecular meshwork and ciliary body,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
5af90777-6760-4003-9dba-8f945fec6fdf,Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer,Single-cell transcriptomic datasets of Renal cell carcinoma patients,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
43245158-5ae1-4e71-a9a6-67eef49c26bc,A Coding and Non-Coding Atlas of the Human Arterial Cell,scRNA-seq of vascular tissue,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
4a5b00e0-1ba3-4fd4-af89-d3512eb20720,"Human circulating hematopoietic stem and progenitor cells in aging, cytopenia and MDS",human cHSPCs - Ultima,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
dfdf1ae2-d624-4004-9353-f18b902f6bca,Spatial proteogenomics reveals distinct and evolutionarily conserved hepatic macrophage niches,Myeloid cells from human liver dataset,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
2a156c92-c62f-4a51-b340-9df09caa589c,A single-cell atlas of human and mouse white adipose tissue,A Single-Cell Atlas of Human White Adipose Tissue - Human immune cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
ca46ffe6-0a26-4d8d-82fa-81722daf1102,A single-cell atlas of human and mouse white adipose tissue,A Single-Cell Atlas of Human White Adipose Tissue,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
5ed90bc0-12f3-4354-b314-0ce0dbb96458,Single cell atlas of the human retinal pigment epithelium and the choroid,scRNA-seq of human of the human retinal pigment epithelium and the choroid,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
ed852810-a003-4386-9846-1638362cee39,Cells of the adult human heart,Immune — Cells of the adult human heart,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
518d9049-2a76-44f8-8abc-1e2b59ab5ba1,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,colon immune,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
bb0818d3-474e-44f4-a82a-169f3c62c94c,Single-cell integration reveals metaplasia in inflammatory gut diseases,Healthy reference,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
0d2ee4ac-05ee-40b2-afb6-ebb584caa867,Tabula Sapiens,Tabula Sapiens - Lung,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
d8da613f-e681-4c69-b463-e94f5e66847f,A molecular single-cell lung atlas of lethal COVID-19,A molecular single-cell lung atlas of lethal COVID-19,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
d4e69e01-3ba2-4d6b-a15d-e7048f78f22e,Cells of the adult human heart,All — Cells of the adult human heart,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
5e5e7a2f-8f1c-42ac-90dc-b4f80f38e84c,Tabula Sapiens,Tabula Sapiens - Fat,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
d9f3a82c-24bb-4277-b715-8ec92a33dd32,"Human circulating hematopoietic stem and progenitor cells in aging, cytopenia and MDS",human cHSPCs - Illumina,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
b0e547f0-462b-4f81-b31b-5b0a5d96f537,Asian Immune Diversity Atlas (AIDA),"AIDA Phase 1 Data Freeze v1: Chinese, Indian, Japanese, Korean, and Malay donors in Japan, Singapore, and South Korea",Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
f1606894-59df-4794-a37f-baa7c6fb6de1,Transcriptomic and spatial dissection of human ex vivo right atrial tissue reveals proinflammatory microvascular changes in ischemic heart disease,PERIHEART,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
e7c5ba7e-4be0-4696-af50-a07d0dc7aac5,Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma,BCC and Normal - scRNA-seq data,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
02792605-4760-4023-82ad-40fc4458a5db,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,All cells types from scRNA-seq of human primary sclerosing cholangitis patients and healthy controls,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
f0f0d7c4-3bec-428e-9539-c99d36548d96,Developmental cell programs are co-opted in inflammatory skin disease,Human healthy adult skin scRNA-seq data,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
