dataset_id,collection_id,collection_name,dataset_title,organism,dataset_total_cell_count,matched_cell_count,n_donors_or_samples,n_microglia_or_cns_macrophage_cells,tissue_terms,disease_terms,cell_type_terms,has_ad_or_dementia,has_control_or_normal,has_brain_or_cns,has_microglia_or_cns_macrophage,has_donor_metadata,dataset_h5ad_path,relevance_score,recommended_role,download_recommendation,notes
ca46ffe6-0a26-4d8d-82fa-81722daf1102,fe0e718d-2ee9-42cc-894b-0b490f437dfd,A single-cell atlas of human and mouse white adipose tissue,A Single-Cell Atlas of Human White Adipose Tissue,Homo sapiens,166149,20261,21,0,,normal,macrophage; monocyte,False,True,False,False,True,ca46ffe6-0a26-4d8d-82fa-81722daf1102.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
5ed90bc0-12f3-4354-b314-0ce0dbb96458,48c15b0c-6039-4e0f-9668-b6b3c0b830ad,Single cell atlas of the human retinal pigment epithelium and the choroid,scRNA-seq of human of the human retinal pigment epithelium and the choroid,Homo sapiens,182151,19893,55,0,,normal,macrophage; monocyte,False,True,False,False,True,5ed90bc0-12f3-4354-b314-0ce0dbb96458.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
ed852810-a003-4386-9846-1638362cee39,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart,Immune — Cells of the adult human heart,Homo sapiens,40868,18207,14,0,,normal,macrophage; monocyte,False,True,False,False,True,ed852810-a003-4386-9846-1638362cee39.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
518d9049-2a76-44f8-8abc-1e2b59ab5ba1,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,colon immune,Homo sapiens,152509,17223,34,0,,normal,macrophage; monocyte,False,True,False,False,True,518d9049-2a76-44f8-8abc-1e2b59ab5ba1.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
bb0818d3-474e-44f4-a82a-169f3c62c94c,f11cb29c-b546-4738-9bd8-66ea621a7bd5,Single-cell integration reveals metaplasia in inflammatory gut diseases,Healthy reference,Homo sapiens,1077238,17020,164,0,,normal,macrophage; monocyte,False,True,False,False,True,bb0818d3-474e-44f4-a82a-169f3c62c94c.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
0d2ee4ac-05ee-40b2-afb6-ebb584caa867,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Lung,Homo sapiens,65847,16992,4,0,,normal,macrophage; monocyte,False,True,False,False,True,0d2ee4ac-05ee-40b2-afb6-ebb584caa867.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d8da613f-e681-4c69-b463-e94f5e66847f,e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,A molecular single-cell lung atlas of lethal COVID-19,A molecular single-cell lung atlas of lethal COVID-19,Homo sapiens,116313,16913,27,0,,normal,macrophage; monocyte,False,True,False,False,True,d8da613f-e681-4c69-b463-e94f5e66847f.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d4e69e01-3ba2-4d6b-a15d-e7048f78f22e,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart,All — Cells of the adult human heart,Homo sapiens,486134,16324,14,0,,normal,macrophage; monocyte,False,True,False,False,True,d4e69e01-3ba2-4d6b-a15d-e7048f78f22e.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
5e5e7a2f-8f1c-42ac-90dc-b4f80f38e84c,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Fat,Homo sapiens,94415,16094,6,0,,normal,macrophage; monocyte,False,True,False,False,True,5e5e7a2f-8f1c-42ac-90dc-b4f80f38e84c.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d9f3a82c-24bb-4277-b715-8ec92a33dd32,5542eeb0-96ef-4ab9-95ea-eb6abc178461,"Human circulating hematopoietic stem and progenitor cells in aging, cytopenia and MDS",human cHSPCs - Illumina,Homo sapiens,495763,15703,126,0,,normal,monocyte,False,True,False,False,True,d9f3a82c-24bb-4277-b715-8ec92a33dd32.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
b0e547f0-462b-4f81-b31b-5b0a5d96f537,ced320a1-29f3-47c1-a735-513c7084d508,Asian Immune Diversity Atlas (AIDA),"AIDA Phase 1 Data Freeze v1: Chinese, Indian, Japanese, Korean, and Malay donors in Japan, Singapore, and South Korea",Homo sapiens,1058909,15300,504,0,,normal,monocyte,False,True,False,False,True,b0e547f0-462b-4f81-b31b-5b0a5d96f537.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
f1606894-59df-4794-a37f-baa7c6fb6de1,8c782494-01ed-491b-97b9-6f0d3b76c676,Transcriptomic and spatial dissection of human ex vivo right atrial tissue reveals proinflammatory microvascular changes in ischemic heart disease,PERIHEART,Homo sapiens,392819,14926,54,0,,normal,macrophage,False,True,False,False,True,f1606894-59df-4794-a37f-baa7c6fb6de1.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
e7c5ba7e-4be0-4696-af50-a07d0dc7aac5,34f12de7-c5e5-4813-a136-832677f98ac8,Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma,BCC and Normal - scRNA-seq data,Homo sapiens,152189,12776,33,0,,normal,macrophage; monocyte,False,True,False,False,True,e7c5ba7e-4be0-4696-af50-a07d0dc7aac5.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
02792605-4760-4023-82ad-40fc4458a5db,0c8a364b-97b5-4cc8-a593-23c38c6f0ac5,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,All cells types from scRNA-seq of human primary sclerosing cholangitis patients and healthy controls,Homo sapiens,89637,12467,16,0,,normal,macrophage; monocyte,False,True,False,False,True,02792605-4760-4023-82ad-40fc4458a5db.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
f0f0d7c4-3bec-428e-9539-c99d36548d96,73f82ac8-15cc-4fcd-87f8-5683723fce7f,Developmental cell programs are co-opted in inflammatory skin disease,Human healthy adult skin scRNA-seq data,Homo sapiens,195739,12117,5,0,,normal,macrophage,False,True,False,False,True,f0f0d7c4-3bec-428e-9539-c99d36548d96.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1e5bd3b8-6a0e-4959-8d69-cafed30fe814,03cdc7f4-bd08-49d0-a395-4487c0e5a168,Emphysema Cell Atlas,immune cells,Homo sapiens,35699,11805,6,0,,normal,macrophage; monocyte,False,True,False,False,True,1e5bd3b8-6a0e-4959-8d69-cafed30fe814.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
ac2fea99-ce08-4fca-8d03-a19f37bf21a3,661a402a-2a5a-4c71-9b05-b346c57bc451,Single-cell roadmap of human gonadal development,Human Immune Cell Lineage,Homo sapiens,20556,11726,51,0,,normal,macrophage; monocyte,False,True,False,False,True,ac2fea99-ce08-4fca-8d03-a19f37bf21a3.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
983d5ec9-40e8-4512-9e65-a572a9c486cb,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Blood,Homo sapiens,85233,10830,9,0,,normal,macrophage; monocyte,False,True,False,False,True,983d5ec9-40e8-4512-9e65-a572a9c486cb.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
edc8d3fe-153c-4e3d-8be0-2108d30f8d70,03f821b4-87be-4ff4-b65a-b5fc00061da7,Local and systemic responses to SARS-CoV-2 infection in children and adults,Airway,Homo sapiens,236977,9682,55,0,,normal,macrophage; monocyte,False,True,False,False,True,edc8d3fe-153c-4e3d-8be0-2108d30f8d70.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
3966ba97-beb8-4d0b-9954-d3775cd2cd61,5f80428b-222d-450b-a7de-a408186ceb86,Acute response to pathogens in the early human placenta at single-cell resolution,Placenta Infection,Homo sapiens,158978,9644,20,0,,normal,macrophage,False,True,False,False,True,3966ba97-beb8-4d0b-9954-d3775cd2cd61.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
b61a921b-7fa3-4b42-b455-aaaf32447920,4f30b962-d49b-4624-a233-64f048cf8632,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,Homo sapiens,115788,9456,17,0,,normal,macrophage; monocyte,False,True,False,False,True,b61a921b-7fa3-4b42-b455-aaaf32447920.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
8f4f8502-9170-4ac2-9707-3b6985ebfe5f,8c782494-01ed-491b-97b9-6f0d3b76c676,Transcriptomic and spatial dissection of human ex vivo right atrial tissue reveals proinflammatory microvascular changes in ischemic heart disease,CAREBANK,Homo sapiens,221756,9232,47,0,,normal,macrophage,False,True,False,False,True,8f4f8502-9170-4ac2-9707-3b6985ebfe5f.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
a49167b8-fe43-4b8f-ac37-d9c2af16f116,328d71f0-0ed7-4518-966f-be6bd0797324,The cellular and molecular cardiac tissue responses in human inflammatory cardiomyopathies after SARS-CoV-2 infection and COVID-19 vaccination,Myeloid cells from human cardiac tissue with myocarditis and healthy controls,Homo sapiens,10363,8835,42,0,,normal,macrophage; monocyte,False,True,False,False,True,a49167b8-fe43-4b8f-ac37-d9c2af16f116.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
5bc42b88-bb76-4954-927b-8bb7369adc64,a9254216-6cd8-4186-b32c-349363777584,Single-cell reconstruction of the early maternal–fetal interface in humans,Pregnant Uterus (All),Homo sapiens,70325,8636,16,0,,normal,macrophage; monocyte,False,True,False,False,True,5bc42b88-bb76-4954-927b-8bb7369adc64.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
821a8e3e-87ec-41ee-bd69-cd4377057d38,ba84c7ba-8d8c-4720-a76e-3ee37dc89f0b,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,snRNA-seq of human subcutaneous adipose tissue - all cells,Homo sapiens,37879,8206,5,0,,normal,macrophage,False,True,False,False,True,821a8e3e-87ec-41ee-bd69-cd4377057d38.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
e5c63d94-593c-4338-a489-e1048599e751,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Bladder,Homo sapiens,66385,8007,6,0,,normal,macrophage; monocyte,False,True,False,False,True,e5c63d94-593c-4338-a489-e1048599e751.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
4ed927e9-c099-49af-b8ce-a2652d069333,a3ffde6c-7ad2-498a-903c-d58e732f7470,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,Homo sapiens,209126,8004,14,0,,normal,macrophage,False,True,False,False,True,4ed927e9-c099-49af-b8ce-a2652d069333.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
350237e0-9f48-4cbd-9140-3b44495549f3,ec329aed-22bc-4d6e-8935-8282dcb1acac,Early human lung immune cell development and its role in epithelial cell fate,Fetal lung + Pan-fetal immune,Homo sapiens,670749,7983,31,0,,normal,macrophage; monocyte,False,True,False,False,True,350237e0-9f48-4cbd-9140-3b44495549f3.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
fcadb222-82e2-43eb-a3ab-6af0a22051fe,ec329aed-22bc-4d6e-8935-8282dcb1acac,Early human lung immune cell development and its role in epithelial cell fate,Leukocytes of the fetal lung,Homo sapiens,77559,7983,31,0,,normal,macrophage; monocyte,False,True,False,False,True,fcadb222-82e2-43eb-a3ab-6af0a22051fe.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
a2d4d33e-4c62-4361-b80a-9be53d2e50e8,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Vasculature,Homo sapiens,42650,7945,5,0,,normal,macrophage; monocyte,False,True,False,False,True,a2d4d33e-4c62-4361-b80a-9be53d2e50e8.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
8fbed309-d3d4-441b-b3ff-e2dcbcec2d35,dc4cd1f7-667a-4c29-ae77-9401b9700d7f,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,Homo sapiens,57918,7714,16,0,,normal,macrophage; monocyte,False,True,False,False,True,8fbed309-d3d4-441b-b3ff-e2dcbcec2d35.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
96baf2e0-60c5-48cf-b1d1-cba657851507,ba84c7ba-8d8c-4720-a76e-3ee37dc89f0b,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,snRNA-seq of human visceral adipose tissue - all cells,Homo sapiens,83731,7598,10,0,,normal,macrophage; monocyte,False,True,False,False,True,96baf2e0-60c5-48cf-b1d1-cba657851507.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
2f132ec9-24b5-422f-9be0-ccef03b4fe28,6ff3401b-d72c-4940-a00c-3f0792397082,SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells,Lung,Homo sapiens,39778,7534,12,0,,normal,monocyte,False,True,False,False,True,2f132ec9-24b5-422f-9be0-ccef03b4fe28.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
